Severus Snape;Slytherin;Doe;Weren't you saying just last night that you've known all along where the entrance to the Chamber of Secrets is?
Seamus Finnigan;Gryffindor;Fox;No, ma'am, he's just fainted.
Seamus Finnigan;Gryffindor;Fox;Heads up, everyone.
Seamus Finnigan;Gryffindor;Fox;Weasley's gotten himself a Howler.
Seamus Finnigan;Gryffindor;Fox;Cornish pixies?
Rubeus Hagrid;Gryffindor;None;" Harry?"
Rubeus Hagrid;Gryffindor;None;What do you think you're doing down here? Come on.
Rubeus Hagrid;Gryffindor;None;You're a mess, Harry.
Rubeus Hagrid;Gryffindor;None;Skulking around Knockturn Alley?
Rubeus Hagrid;Gryffindor;None;Dodgy place.
Rubeus Hagrid;Gryffindor;None;Don't want no one to see you there.
Rubeus Hagrid;Gryffindor;None;People will think you're up to no good.
Rubeus Hagrid;Gryffindor;None;Me? I was...
Rubeus Hagrid;Gryffindor;None;I was looking for Flesh-Eating Slug Repellent.
Rubeus Hagrid;Gryffindor;None;They're ruining all the school cabbages.
Rubeus Hagrid;Gryffindor;None;Hello, Hermione.
Rubeus Hagrid;Gryffindor;None;You'll be all right now then, Harry?
Rubeus Hagrid;Gryffindor;None;Right. I'll leave you to it.
Rubeus Hagrid;Gryffindor;None;This calls for a specialist's equipment.
Rubeus Hagrid;Gryffindor;None;Nothing to do but wait till it stops, I'm afraid.
Rubeus Hagrid;Gryffindor;None;Okay.
Rubeus Hagrid;Gryffindor;None;Better out than in.
Rubeus Hagrid;Gryffindor;None;Who was Ron trying to curse, anyway?
Rubeus Hagrid;Gryffindor;None;He did not.
Rubeus Hagrid;Gryffindor;None;See, the thing is, Harry, there are some wizards, like the Malfoy family...who think they're better than everyone else because they're pure-blood.
Rubeus Hagrid;Gryffindor;None;And it's codswallop to boot.
Rubeus Hagrid;Gryffindor;None;Dirty blood.
Rubeus Hagrid;Gryffindor;None;Why, there isn't a wizard alive today that's not half-blood or less.
Rubeus Hagrid;Gryffindor;None;More to the point, they've yet to think of a spell that our Hermione can't do.
Rubeus Hagrid;Gryffindor;None;Come here.
Rubeus Hagrid;Gryffindor;None;Don't you think on it, Hermione.
Rubeus Hagrid;Gryffindor;None;Don't you think on it for one minute.
Rubeus Hagrid;Gryffindor;None;Blimey! Harry's got himself a rogue Bludger.
Rubeus Hagrid;Gryffindor;None;That's been tampered with, that has.
Rubeus Hagrid;Gryffindor;None;Broken? There's no bones left.
Rubeus Hagrid;Gryffindor;None;Professor Dumbledore, sir!
Rubeus Hagrid;Gryffindor;None;Wait! Listen!
Rubeus Hagrid;Gryffindor;None;Professor Dumbledore, sir, it wasn't Harry.
Rubeus Hagrid;Gryffindor;None;I'd be prepared to swear it in front of the Ministry of Magic.
Rubeus Hagrid;Gryffindor;None;Of course you don't.
Rubeus Hagrid;Gryffindor;None;Ohh! Oww! Right. Well, I'll...
Rubeus Hagrid;Gryffindor;None;I'll just wait outside, then.
Rubeus Hagrid;Gryffindor;None;Let's get you out of there.
Rubeus Hagrid;Gryffindor;None;You can't. You don't understand.
Rubeus Hagrid;Gryffindor;None;It wasn't him.
Rubeus Hagrid;Gryffindor;None;Aragog never killed no one. Never.
Rubeus Hagrid;Gryffindor;None;No!
Rubeus Hagrid;Gryffindor;None;No!
Rubeus Hagrid;Gryffindor;None;Aragog! Aragog!
Rubeus Hagrid;Gryffindor;None;Mad and hairy? You wouldn't be talking about me, now, would you?
Rubeus Hagrid;Gryffindor;None;It's Flesh-Eating Slug Repellent.
Rubeus Hagrid;Gryffindor;None;For the Mandrakes, you know.
Rubeus Hagrid;Gryffindor;None;Now, according to Professor Sprout, they've still got a bit of growing to do.
Rubeus Hagrid;Gryffindor;None;But once their acne's cleared up, we'll chop them up and stew them. and then we'll get those people down at the hospital un-Petrified.
Rubeus Hagrid;Gryffindor;None;In the meantime, though, you three had best be looking after yourselves.
Rubeus Hagrid;Gryffindor;None;All right?
Rubeus Hagrid;Gryffindor;None;Hello, Neville.
Rubeus Hagrid;Gryffindor;None;Who's there?
Rubeus Hagrid;Gryffindor;None;Hello? Hello?
Rubeus Hagrid;Gryffindor;None;Nothing. I was expecting... It doesn't matter. Come on in.
Rubeus Hagrid;Gryffindor;None;I just made a pot of tea.
Rubeus Hagrid;Gryffindor;None;I'm fine. I'm all right.
Rubeus Hagrid;Gryffindor;None;Oh yeah. I heard about that, all right.
Rubeus Hagrid;Gryffindor;None;What you had to understand about that is...
Rubeus Hagrid;Gryffindor;None;Quick, under the cloak.
Rubeus Hagrid;Gryffindor;None;Don't say a word.
Rubeus Hagrid;Gryffindor;None;Be quiet, both of you.
Rubeus Hagrid;Gryffindor;None;Professor Dumbledore, sir.
Rubeus Hagrid;Gryffindor;None;Of course. Come in. Come in.
Rubeus Hagrid;Gryffindor;None;But I never...
Rubeus Hagrid;Gryffindor;None;You know I never, professor.
Rubeus Hagrid;Gryffindor;None;Take me? Take me where?
Rubeus Hagrid;Gryffindor;None;Not Azkaban prison.
Rubeus Hagrid;Gryffindor;None;What are you doing here?
Rubeus Hagrid;Gryffindor;None;Get out of my house!
Rubeus Hagrid;Gryffindor;None;You can't take Professor Dumbledore away.
Rubeus Hagrid;Gryffindor;None;Take him away and the Muggle-borns won't stand a chance.
Rubeus Hagrid;Gryffindor;None;You mark my words, there'll be killings next!
Rubeus Hagrid;Gryffindor;None;Well? If...
Rubeus Hagrid;Gryffindor;None;If anybody was looking for some stuff then all they'd have to do would be to follow the spiders.
Rubeus Hagrid;Gryffindor;None;Yep. That would lead them right.
Rubeus Hagrid;Gryffindor;None;That's all I have to say.
Rubeus Hagrid;Gryffindor;None;And someone will need to feed Fang while I'm away.
Rubeus Hagrid;Gryffindor;None;Sorry I'm late.
Rubeus Hagrid;Gryffindor;None;The owl that delivered my release papers got all lost and confused.
Rubeus Hagrid;Gryffindor;None;Some ruddy bird called Errol.
Rubeus Hagrid;Gryffindor;None;And I'd just like to say that if it hadn't been for you, Harry and Ron and Hermione, of course I would still be you-know-where so I'd just like to say thanks.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Hi, Harry!
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Rescuing you, of course.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Now, come on. Get your trunk!...
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;You’d better stand back. Let’s go!
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Come on.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Come on, Harry! Hurry up!
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;I’ve got you Harry!
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Drive!
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;By the way, Harry, Happy Birthday!
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Do you think it’d be all right if we had some of this?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;It’s not much, but it’s home.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;They were starving him, Mum. 
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;There were bars on his window!
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Ginny. She’s been talking about you all summer.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;" A bit annoying really."
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Morning, Dad.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Dad works in the Ministry of Magic, in the Misuse of Muggle Artifacts Office.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Dad loves Muggles, thinks they’re fascinating.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Oh, it...
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;He’s always doing that.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;But Harry's never traveled by Floo powder before, Mum.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Diagon Alley.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Mum fancies him.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;I don't know.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;The gateway has sealed itself for some reason.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Harry, if we can't get through maybe Mum and Dad can't get back.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;The car.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Aaa, Right.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Oh, no! The Invisibility Booster must be faulty.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Okay.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;We can't be far behind.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;We must be getting close.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Aaaaaaahhhh!
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Haaaarryyy!
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Hold oonnn!!!
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Take my hand!
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Hold on!
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Yeah.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Welcome home.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;It's not working!
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Aaahhh! Aaah!
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Stop! Stop! Stop!
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;My wand. Look at my wand.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;What's happening?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Scabbers, you're okay.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;The caaaar!
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Dad's gonna kill me.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Honestly, Professor Snape, I think it did more damage to us.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;We'll go and get our stuff, then.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;You're going to expel us, aren't you?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Say it. I'm doomed.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Bloody bird's a menace.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;What do we do now?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;I smell trouble.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Those are Nimbus 2001 s.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;How did you get those?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;You'll pay for that one, Malfoy.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Eat slugs!
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;It's disgusting.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Hear what?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Kill?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;I don't like spiders.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;What's that?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Are you mad?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Vera Verto!
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Three guesses who.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Do you think it's true?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;" Do you think there really is a Chamber of Secrets?"
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Let's think.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Who do we know who thinks all Muggle-borns are scum?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Of course. You heard him.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;You'll be next, Mudbloods.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Crabbe and Goyle must know.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Maybe we could trick them into telling.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;You mean if Harry and I drink that stuff, we'll turn into Crabbe and Goyle?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Wicked! Malfoy will tell us anything.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;I'll stop it.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Of course.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Don't you see?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Lucius Malfoy must have opened it when he was at school here.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Now he's taught Draco how to do it.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Enlighten me. Why are we brewing this potion in broad daylight in the middle of the girls' lavatory?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Don't you think we'll get caught?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Why?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Who?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Who's Moaning Myrtle?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Who cares?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;You're a Parselmouth?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Why didn't you tell us?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;That's what you said to it.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;I heard you speaking Parseltongue.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Snake language.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Exactly.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Now the whole school's gonna think you're his great-great-great grandson.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;How?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Whose hair are you ripping out, then?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Yeah. Right.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;How thick could you get?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Essence of Crabbe.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;I think I'm gonna be sick.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Harry?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Bloody hell!
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Bloody hell.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;But where's Hermione?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;What are you doing d...?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;I mean, what are you doing down here?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Stomachache.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Scar!
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;That was close.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Look at your tail.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Have you spoken to Hermione?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Yuck!
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;But it can't hurt if someone throws something at you.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;I mean, it'll just go right through you.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;We don't even know this Tom Riddle.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;He sounds like a dirty, rotten snitch.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;That would be a cheerful visit.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;"Hello, Hagrid.
 Tell us, have you been setting anything mad and hairy loose in the castle lately?"
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;No.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Whoever it was, they must have been looking for something.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Hermione!
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;But you heard McGonagall.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;We're not allowed to leave the tower except for class.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;That's Dad's boss.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Cornelius Fudge, Minister of Magic.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Hagrid's right.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;With Dumbledore gone, there'll be an attack a day.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;What?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;They're heading to the Dark Forest.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;"Why spiders? Why couldn't it be ""follow the butterflies""?"
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Harry, I don't like this.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Harry, I don't like this at all.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Can we go back now?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Harry.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Harry!
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Can we panic now?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Know any spells?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Where's Hermione when you need her?
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Glad we're out of there.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Thanks for that.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;The flying gear's jammed!
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;I'm trying!
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Follow the spiders!
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;Follow the spiders.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;If Hagrid ever gets out of Azkaban, I'll kill him.
Ronald Bilius Weasley;Gryffindor;Jack Russell terrier;I mean, what was the point of sending us in there?
